,nyc,mia,yul,los,rio,hkg,sin,dac,msq,syd,edi,cpt,auh,bjs,del
huh,10200.0,8980.0,10400.0,17100.0,11000.0,11200.0,11600.0,13600.0,15900.0,6040.0,14900.0,14300.0,17200.0,11400.0,14900.0
huu,5630.0,3990.0,6150.0,8980.0,3800.0,18200.0,19000.0,17900.0,11800.0,13000.0,9870.0,9830.0,14600.0,16400.0,16600.0
hya,325.0,2000.0,505.0,8160.0,7690.0,12900.0,15200.0,12500.0,6840.0,16300.0,4920.0,12300.0,10700.0,10900.0,11500.0
hyd,13000.0,14700.0,12500.0,8210.0,13900.0,3770.0,3300.0,1440.0,5940.0,9560.0,7920.0,8510.0,2590.0,4430.0,1260.0
iad,357.0,1490.0,784.0,8750.0,7740.0,13100.0,15500.0,12900.0,7450.0,15700.0,5580.0,12800.0,11400.0,11100.0,12100.0
iah,2270.0,1550.0,2540.0,10500.0,8100.0,13400.0,16000.0,14000.0,9190.0,13800.0,7400.0,13900.0,13200.0,11600.0,13500.0
ibz,6230.0,7550.0,6000.0,3590.0,8290.0,10300.0,11000.0,8290.0,2570.0,17200.0,1930.0,8290.0,5210.0,9040.0,6900.0
icn,11000.0,12400.0,10600.0,12400.0,18200.0,2080.0,4650.0,3770.0,7260.0,8340.0,8590.0,13700.0,6860.0,938.0,4680.0
ict,2040.0,2080.0,2140.0,10500.0,8790.0,12600.0,15100.0,13100.0,8550.0,14000.0,6860.0,14300.0,12500.0,10700.0,12600.0
ida,3120.0,3480.0,3010.0,11500.0,10200.0,11300.0,13900.0,12200.0,8510.0,13000.0,7100.0,15700.0,12300.0,9540.0,11900.0
idr,12300.0,14000.0,11800.0,7930.0,13800.0,3930.0,3850.0,1480.0,5290.0,10100.0,7270.0,8740.0,2170.0,4250.0,663.0
iev,7500.0,9160.0,7100.0,5470.0,10900.0,7680.0,8720.0,5870.0,433.0,14900.0,2300.0,9450.0,3560.0,6450.0,4570.0
ifp,3570.0,3430.0,3600.0,12000.0,9900.0,11800.0,14300.0,12900.0,9460.0,12400.0,7980.0,15800.0,13300.0,10200.0,12800.0
igu,7640.0,6340.0,8130.0,7190.0,1180.0,18800.0,16400.0,16400.0,11800.0,12900.0,10300.0,6970.0,13000.0,18200.0,15200.0
ika,9850.0,11500.0,9450.0,5830.0,11800.0,6200.0,6630.0,3980.0,2750.0,12900.0,4650.0,8420.0,1260.0,5630.0,2560.0
ind,1050.0,1640.0,1200.0,9500.0,8270.0,12800.0,15300.0,12900.0,7840.0,14900.0,6040.0,13500.0,11800.0,10900.0,12200.0
inn,6520.0,8050.0,6180.0,4590.0,9510.0,9110.0,10100.0,7290.0,1350.0,16400.0,1400.0,9060.0,4570.0,7820.0,5940.0
inv,5150.0,6790.0,4780.0,5700.0,9660.0,9460.0,10900.0,8050.0,2000.0,16700.0,182.0,10400.0,5870.0,7840.0,6840.0
iom,5200.0,6790.0,4840.0,5330.0,9320.0,9700.0,11100.0,8190.0,2080.0,17100.0,224.0,10000.0,5840.0,8140.0,6950.0
ipc,8380.0,6660.0,8840.0,12600.0,6610.0,15600.0,15400.0,18000.0,15400.0,9140.0,13500.0,11300.0,18300.0,15600.0,19300.0
ipn,7440.0,6470.0,7870.0,5790.0,383.0,17500.0,15800.0,15100.0,10500.0,13900.0,9160.0,6180.0,11600.0,16900.0,13900.0
iqq,6810.0,5250.0,7320.0,8560.0,2800.0,19500.0,17900.0,18000.0,12300.0,12600.0,10500.0,8640.0,14400.0,17700.0,16600.0
isb,11100.0,12800.0,10600.0,7720.0,13700.0,4200.0,4810.0,2010.0,4180.0,11100.0,6150.0,9410.0,2040.0,3880.0,684.0
isc,5200.0,6710.0,4890.0,4890.0,8870.0,10100.0,11300.0,8470.0,2350.0,17400.0,702.0,9640.0,5910.0,8560.0,7180.0
isp,72.3,1790.0,521.0,8380.0,7720.0,13000.0,15300.0,12600.0,7070.0,16100.0,5170.0,12500.0,11000.0,11000.0,11700.0
ist,8050.0,9610.0,7710.0,4590.0,10300.0,8030.0,8660.0,5950.0,1440.0,15000.0,2850.0,8380.0,3010.0,7070.0,4550.0
itm,11100.0,12300.0,10600.0,13200.0,18700.0,2480.0,4940.0,4490.0,7980.0,7810.0,9190.0,14300.0,7690.0,1770.0,5490.0
ito,7850.0,7600.0,7790.0,16300.0,13000.0,9250.0,11100.0,11400.0,11800.0,8240.0,11200.0,18300.0,14100.0,8500.0,12200.0
ixb,12300.0,14000.0,11800.0,9170.0,15100.0,2660.0,3270.0,385.0,5750.0,9450.0,7680.0,9960.0,3380.0,2980.0,1120.0
ixc,11500.0,13300.0,11000.0,8050.0,14000.0,3810.0,4350.0,1550.0,4670.0,10600.0,6630.0,9430.0,2290.0,3700.0,241.0
ixm,13700.0,15400.0,13200.0,8220.0,13600.0,4070.0,3010.0,2000.0,6600.0,9110.0,8550.0,7950.0,2950.0,5020.0,2060.0
ixz,14000.0,15800.0,13500.0,9780.0,15200.0,2560.0,1690.0,1370.0,7340.0,7980.0,9300.0,9300.0,4250.0,3910.0,2480.0
jac,3030.0,3380.0,2910.0,11400.0,10100.0,11400.0,13900.0,12200.0,8470.0,13100.0,7030.0,15600.0,12300.0,9590.0,11900.0
jai,11900.0,13600.0,11400.0,7930.0,13900.0,3890.0,4140.0,1500.0,4920.0,10400.0,6900.0,9040.0,2140.0,3990.0,233.0
jax,1330.0,539.0,1800.0,9160.0,7210.0,13900.0,16400.0,13900.0,8450.0,15100.0,6530.0,12700.0,12300.0,12000.0,13100.0
jed,10200.0,11600.0,9950.0,4200.0,10200.0,7640.0,7350.0,5230.0,3700.0,13300.0,5150.0,6550.0,1610.0,7420.0,3880.0
jer,5500.0,7020.0,5200.0,4760.0,8980.0,9880.0,11100.0,8210.0,2110.0,17200.0,753.0,9460.0,5580.0,8420.0,6900.0
jfk,20.3,1750.0,534.0,8430.0,7740.0,13000.0,15300.0,12700.0,7110.0,16000.0,5210.0,12600.0,11000.0,11000.0,11700.0
jhm,7900.0,7710.0,7820.0,16300.0,13200.0,9040.0,10900.0,11200.0,11700.0,8220.0,11100.0,18500.0,13900.0,8270.0,12000.0
jib,11300.0,12600.0,11100.0,4410.0,10100.0,7580.0,6790.0,5150.0,4910.0,12400.0,6340.0,5680.0,1870.0,7760.0,3990.0
jnb,12800.0,13000.0,12900.0,4520.0,7150.0,10700.0,8660.0,8670.0,8880.0,11000.0,9590.0,1270.0,6290.0,11700.0,8010.0
jog,16300.0,17700.0,15800.0,12000.0,15500.0,3380.0,1240.0,4120.0,10200.0,5070.0,12200.0,9690.0,7020.0,5340.0,5390.0
joi,7890.0,6690.0,8350.0,6690.0,678.0,18200.0,16000.0,15900.0,11500.0,13000.0,10100.0,6420.0,12400.0,18000.0,14700.0
jpa,6650.0,6120.0,7000.0,4510.0,1960.0,16300.0,15400.0,13900.0,8920.0,15400.0,7580.0,6230.0,10300.0,15400.0,12500.0
jsi,7820.0,9300.0,7520.0,4150.0,9770.0,8510.0,9090.0,6420.0,1660.0,15400.0,2720.0,8140.0,3350.0,7550.0,5010.0
jul,6260.0,4720.0,6780.0,8450.0,2950.0,19200.0,18300.0,17700.0,11900.0,13000.0,10100.0,8930.0,14200.0,17200.0,16400.0
kan,8500.0,9300.0,8450.0,832.0,6840.0,11100.0,10600.0,8640.0,4940.0,15500.0,4990.0,5230.0,5040.0,10600.0,7290.0
kbp,7530.0,9190.0,7130.0,5490.0,10900.0,7640.0,8690.0,5840.0,454.0,14900.0,2330.0,9450.0,3520.0,6420.0,4540.0
kef,4150.0,5890.0,3730.0,6710.0,9820.0,9700.0,11500.0,8690.0,2990.0,16600.0,1380.0,11500.0,6950.0,7900.0,7630.0
kgl,11300.0,12100.0,11200.0,3120.0,8210.0,9480.0,8210.0,7100.0,6210.0,12700.0,7110.0,3750.0,3940.0,9820.0,6050.0
khh,12800.0,14200.0,12300.0,12400.0,18300.0,632.0,2950.0,3060.0,8180.0,7080.0,9800.0,12400.0,6630.0,1960.0,4360.0
khi,11700.0,13400.0,11200.0,7070.0,13000.0,4780.0,4730.0,2350.0,4590.0,11000.0,6530.0,8300.0,1260.0,4840.0,1070.0
kin,2540.0,945.0,3070.0,8740.0,5830.0,15400.0,17900.0,15200.0,9300.0,15000.0,7340.0,11600.0,12900.0,13400.0,14100.0
kiv,7640.0,9250.0,7270.0,5120.0,10600.0,7850.0,8750.0,5950.0,766.0,15000.0,2410.0,9060.0,3380.0,6730.0,4600.0
kix,11100.0,12300.0,10700.0,13200.0,18700.0,2450.0,4890.0,4470.0,8000.0,7770.0,9220.0,14300.0,7680.0,1770.0,5470.0
kmg,12700.0,14400.0,12200.0,10600.0,16600.0,1200.0,2620.0,1260.0,6820.0,8300.0,8660.0,11000.0,4830.0,2090.0,2570.0
kno,5790.0,7370.0,5460.0,4970.0,9410.0,9410.0,10600.0,7770.0,1660.0,16700.0,674.0,9590.0,5260.0,7970.0,6470.0
koa,7930.0,7690.0,7870.0,16300.0,13100.0,9160.0,11000.0,11300.0,11800.0,8180.0,11200.0,18300.0,14100.0,8420.0,12200.0
krk,6900.0,8510.0,6530.0,5070.0,10200.0,8420.0,9460.0,6630.0,673.0,15700.0,1670.0,9330.0,4120.0,7130.0,5310.0
krn,6040.0,7790.0,5570.0,6920.0,11300.0,7870.0,9590.0,6730.0,1600.0,15100.0,1790.0,11300.0,5360.0,6200.0,5710.0
krr,8370.0,10000.0,7970.0,5490.0,11200.0,7130.0,7970.0,5170.0,1270.0,14200.0,3170.0,9010.0,2690.0,6130.0,3810.0
krs,5830.0,7500.0,5420.0,5750.0,10200.0,8800.0,10200.0,7340.0,1300.0,16100.0,734.0,10300.0,5230.0,7260.0,6130.0
krt,10200.0,11400.0,9990.0,3330.0,9270.0,8510.0,7970.0,6080.0,4280.0,13600.0,5420.0,5700.0,2490.0,8380.0,4780.0
ksa,12300.0,12400.0,12100.0,17400.0,16600.0,5550.0,6550.0,8000.0,12200.0,4540.0,13100.0,15100.0,11600.0,6020.0,9320.0
ktm,12100.0,13900.0,11600.0,8880.0,14800.0,2960.0,3540.0,668.0,5470.0,9740.0,7400.0,9820.0,3070.0,3150.0,813.0
ktt,6230.0,7980.0,5750.0,6980.0,11500.0,7680.0,9400.0,6530.0,1550.0,15000.0,1950.0,11300.0,5210.0,6000.0,5520.0
ktw,6820.0,8450.0,6450.0,5090.0,10200.0,8450.0,9530.0,6680.0,689.0,15700.0,1600.0,9380.0,4200.0,7150.0,5380.0
kuh,9930.0,11100.0,9480.0,13200.0,17700.0,3590.0,6100.0,5330.0,7680.0,8580.0,8590.0,15300.0,8140.0,2330.0,6080.0
kul,15100.0,16700.0,14600.0,10900.0,15600.0,2530.0,343.0,2570.0,8670.0,6630.0,10600.0,9540.0,5540.0,4350.0,3810.0
kuo,6580.0,8320.0,6130.0,6570.0,11300.0,7630.0,9170.0,6290.0,1000.0,15000.0,1900.0,10800.0,4720.0,6070.0,5180.0
kwi,10200.0,11800.0,9830.0,5310.0,11300.0,6580.0,6660.0,4230.0,3190.0,12900.0,4970.0,7680.0,851.0,6210.0,2820.0
lad,10400.0,10800.0,10500.0,2030.0,6200.0,11500.0,10100.0,9110.0,7100.0,13500.0,7350.0,2850.0,5810.0,11700.0,8000.0
laf,1090.0,1740.0,1210.0,9540.0,8370.0,12700.0,15200.0,12900.0,7810.0,14900.0,6020.0,13600.0,11800.0,10800.0,12200.0
lan,908.0,1930.0,914.0,9330.0,8430.0,12500.0,15000.0,12600.0,7480.0,15100.0,5700.0,13500.0,11400.0,10600.0,11900.0
las,3590.0,3490.0,3590.0,12000.0,9990.0,11700.0,14200.0,12800.0,9380.0,12400.0,7930.0,15800.0,13200.0,10000.0,12700.0
lax,3960.0,3770.0,3980.0,12400.0,10100.0,11600.0,14100.0,12900.0,9700.0,12100.0,8290.0,16100.0,13500.0,10100.0,12900.0
lba,5390.0,6980.0,5040.0,5280.0,9410.0,9560.0,10900.0,8010.0,1900.0,16900.0,256.0,9960.0,5650.0,8030.0,6760.0
lbb,2570.0,2250.0,2720.0,11000.0,8840.0,12700.0,15300.0,13500.0,9130.0,13400.0,7450.0,14600.0,13100.0,10900.0,13100.0
lbf,2240.0,2540.0,2220.0,10700.0,9250.0,12100.0,14700.0,12700.0,8350.0,13800.0,6730.0,14700.0,12300.0,10300.0,12200.0
lbu,14800.0,16100.0,14300.0,12300.0,16900.0,1900.0,1320.0,3360.0,9380.0,5760.0,11200.0,10900.0,6790.0,3850.0,4780.0
lbv,9410.0,9950.0,9430.0,959.0,6240.0,11500.0,10500.0,9060.0,6160.0,14500.0,6280.0,3940.0,5540.0,11400.0,7810.0
lca,8820.0,10300.0,8480.0,4410.0,10300.0,7790.0,8130.0,5570.0,2160.0,14400.0,3640.0,7810.0,2330.0,7070.0,4140.0
lcg,5280.0,6650.0,5050.0,4230.0,8180.0,10700.0,11700.0,8880.0,2850.0,18000.0,1450.0,9010.0,6040.0,9220.0,7530.0
lcy,5570.0,7130.0,5250.0,5010.0,9290.0,9610.0,10800.0,7980.0,1870.0,16900.0,541.0,9670.0,5470.0,8130.0,6690.0
ldy,5010.0,6610.0,4670.0,5470.0,9320.0,9770.0,11200.0,8320.0,2220.0,17100.0,259.0,10200.0,6020.0,8180.0,7080.0
led,6890.0,8610.0,6440.0,6340.0,11300.0,7530.0,8960.0,6080.0,679.0,14900.0,2010.0,10500.0,4360.0,6050.0,4920.0
lei,6040.0,7290.0,5840.0,3410.0,7890.0,10700.0,11400.0,8690.0,2980.0,17500.0,2120.0,8160.0,5550.0,9430.0,7290.0
lej,6370.0,7970.0,6020.0,5050.0,9870.0,8850.0,9990.0,7150.0,1050.0,16300.0,1150.0,9510.0,4670.0,7480.0,5840.0
lex,961.0,1420.0,1220.0,9370.0,8030.0,13000.0,15500.0,13100.0,7920.0,15000.0,6080.0,13300.0,11900.0,11100.0,12400.0
lft,2000.0,1250.0,2320.0,10100.0,7870.0,13500.0,16100.0,14000.0,9010.0,14100.0,7180.0,13600.0,13000.0,11700.0,13400.0
lfw,8320.0,8850.0,8350.0,235.0,5810.0,12100.0,11400.0,9640.0,5810.0,15600.0,5550.0,4810.0,6040.0,11600.0,8300.0
lga,9.11,1770.0,520.0,8450.0,7760.0,12900.0,15300.0,12600.0,7110.0,16000.0,5210.0,12600.0,11000.0,11000.0,11700.0
lgb,3940.0,3730.0,3960.0,12400.0,10100.0,11700.0,14100.0,12900.0,9720.0,12100.0,8290.0,16000.0,13500.0,10100.0,12900.0
lgg,5950.0,7530.0,5630.0,4890.0,9460.0,9330.0,10500.0,7640.0,1540.0,16700.0,830.0,9500.0,5090.0,7920.0,6320.0
lgk,14700.0,16400.0,14200.0,10600.0,15600.0,2370.0,727.0,2170.0,8270.0,7020.0,10200.0,9590.0,5200.0,4090.0,3430.0
lgw,5570.0,7130.0,5250.0,4960.0,9240.0,9640.0,10900.0,8000.0,1880.0,17100.0,573.0,9640.0,5490.0,8160.0,6710.0
lhe,11300.0,13100.0,10900.0,7820.0,13800.0,4060.0,4570.0,1790.0,4440.0,10800.0,6410.0,9330.0,2090.0,3860.0,420.0
lhr,5540.0,7100.0,5210.0,5010.0,9250.0,9640.0,10900.0,8010.0,1900.0,17100.0,533.0,9670.0,5520.0,8160.0,6730.0
lih,8050.0,7920.0,7950.0,16300.0,13500.0,8750.0,10600.0,10900.0,11600.0,8130.0,11100.0,18700.0,13700.0,7980.0,11700.0
lim,5870.0,4220.0,6390.0,9130.0,3780.0,18300.0,18800.0,18200.0,12000.0,12800.0,10100.0,9770.0,14800.0,16600.0,16700.0
lin,6470.0,7970.0,6160.0,4360.0,9250.0,9330.0,10300.0,7470.0,1600.0,16600.0,1460.0,8880.0,4670.0,8060.0,6120.0
lir,3540.0,1770.0,4040.0,9750.0,5920.0,15800.0,18300.0,16100.0,10500.0,13700.0,8550.0,12000.0,14200.0,14000.0,15300.0
lis,5410.0,6680.0,5230.0,3780.0,7710.0,11000.0,11900.0,9140.0,3220.0,18200.0,1960.0,8580.0,6120.0,9660.0,7760.0
lit,1740.0,1520.0,1960.0,10100.0,8220.0,13100.0,15600.0,13500.0,8590.0,14300.0,6810.0,13800.0,12600.0,11200.0,12900.0
lju,6780.0,8300.0,6450.0,4540.0,9620.0,8930.0,9850.0,7070.0,1260.0,16100.0,1640.0,8920.0,4310.0,7690.0,5710.0
lko,12100.0,13800.0,11600.0,8430.0,14400.0,3400.0,3750.0,1010.0,5260.0,10000.0,7230.0,9410.0,2640.0,3570.0,422.0
llw,12500.0,13100.0,12500.0,4060.0,8080.0,9640.0,7920.0,7450.0,7560.0,11500.0,8500.0,2690.0,4830.0,10400.0,6650.0
lmn,14900.0,16300.0,14400.0,12300.0,16900.0,1960.0,1280.0,3380.0,9410.0,5730.0,11300.0,10900.0,6790.0,3930.0,4800.0
lmt,3930.0,4180.0,3810.0,12200.0,10800.0,10800.0,13300.0,12000.0,8930.0,12200.0,7660.0,16400.0,12600.0,9170.0,11900.0
lnk,1920.0,2250.0,1930.0,10400.0,8980.0,12300.0,14900.0,12800.0,8210.0,14100.0,6550.0,14400.0,12200.0,10400.0,12300.0
los,8470.0,9040.0,8480.0,0.0,6020.0,11800.0,11200.0,9410.0,5680.0,15500.0,5520.0,4780.0,5810.0,11400.0,8080.0
lpa,5460.0,6360.0,5420.0,3090.0,6390.0,12200.0,12800.0,10200.0,4510.0,18500.0,3250.0,7760.0,6900.0,11000.0,8790.0
lpb,6390.0,4880.0,6900.0,8240.0,2690.0,19300.0,18200.0,17500.0,11800.0,13000.0,10000.0,8690.0,14000.0,17400.0,16300.0
lpl,5330.0,6920.0,4990.0,5230.0,9320.0,9660.0,11000.0,8110.0,2000.0,17100.0,293.0,9910.0,5710.0,8130.0,6860.0
lpq,13200.0,14900.0,12700.0,10700.0,16400.0,1280.0,2080.0,1290.0,7230.0,7920.0,9090.0,10700.0,4890.0,2610.0,2700.0
lrd,2750.0,1920.0,3010.0,10900.0,8240.0,13400.0,15900.0,14200.0,9620.0,13400.0,7850.0,14100.0,13600.0,11600.0,13800.0
lrh,5700.0,7160.0,5410.0,4430.0,8750.0,10000.0,11100.0,8240.0,2200.0,17400.0,1100.0,9130.0,5470.0,8610.0,6900.0
lse,1460.0,2240.0,1390.0,9870.0,8880.0,12200.0,14800.0,12500.0,7690.0,14600.0,5990.0,14000.0,11700.0,10300.0,11900.0
ltn,5540.0,7100.0,5200.0,5040.0,9290.0,9610.0,10900.0,8000.0,1870.0,17100.0,494.0,9720.0,5520.0,8110.0,6710.0
luk,908.0,1530.0,1120.0,9350.0,8110.0,12900.0,15400.0,13000.0,7810.0,15100.0,5990.0,13300.0,11800.0,11000.0,12200.0
lun,12100.0,12600.0,12200.0,3690.0,7480.0,10200.0,8510.0,8010.0,7690.0,11800.0,8470.0,2290.0,5260.0,10900.0,7160.0
lux,6050.0,7610.0,5730.0,4800.0,9410.0,9330.0,10400.0,7610.0,1530.0,16700.0,951.0,9370.0,5010.0,7950.0,6290.0
lvi,12100.0,12400.0,12100.0,3670.0,7150.0,10600.0,8800.0,8380.0,7970.0,11800.0,8640.0,1930.0,5630.0,11300.0,7550.0
lwb,639.0,1330.0,1010.0,9000.0,7770.0,13100.0,15600.0,13100.0,7710.0,15400.0,5840.0,12900.0,11700.0,11200.0,12300.0
lwo,7160.0,8790.0,6790.0,5180.0,10400.0,8140.0,9170.0,6340.0,513.0,15400.0,1930.0,9320.0,3860.0,6890.0,5020.0
lxr,9450.0,10800.0,9170.0,3770.0,9780.0,8140.0,8060.0,5780.0,3150.0,14100.0,4440.0,6790.0,2200.0,7690.0,4380.0
lyr,5570.0,7320.0,5070.0,8000.0,11800.0,7770.0,9820.0,7080.0,2750.0,14700.0,2570.0,12500.0,6310.0,5920.0,6280.0
lys,6160.0,7640.0,5860.0,4350.0,9040.0,9610.0,10600.0,7790.0,1830.0,16900.0,1280.0,8960.0,4990.0,8290.0,6440.0
maa,13500.0,15200.0,13000.0,8420.0,14000.0,3730.0,2930.0,1610.0,6440.0,9130.0,8400.0,8340.0,2960.0,4630.0,1750.0
mad,5760.0,7100.0,5550.0,3830.0,8140.0,10500.0,11400.0,8630.0,2750.0,17700.0,1720.0,8580.0,5630.0,9210.0,7260.0
maf,2690.0,2240.0,2860.0,11100.0,8740.0,12800.0,15400.0,13700.0,9320.0,13300.0,7630.0,14600.0,13300.0,11100.0,13300.0
mah,6390.0,7760.0,6150.0,3700.0,8530.0,9990.0,10700.0,8030.0,2330.0,17100.0,1870.0,8340.0,4970.0,8790.0,6630.0
maj,11500.0,11500.0,11300.0,18000.0,15900.0,6340.0,7500.0,8770.0,12400.0,5040.0,13000.0,15900.0,12300.0,6550.0,10000.0
man,5360.0,6950.0,5020.0,5230.0,9350.0,9620.0,10900.0,8080.0,1950.0,17100.0,296.0,9910.0,5680.0,8100.0,6810.0
mao,5070.0,3860.0,5550.0,7110.0,2860.0,17700.0,18200.0,16100.0,10100.0,14700.0,8300.0,8770.0,12600.0,15900.0,14700.0
mbj,2490.0,847.0,3030.0,8850.0,5950.0,15300.0,17900.0,15100.0,9320.0,14900.0,7350.0,11700.0,13000.0,13300.0,14100.0
mbs,888.0,2000.0,847.0,9290.0,8480.0,12500.0,15000.0,12500.0,7390.0,15200.0,5620.0,13500.0,11400.0,10500.0,11800.0
mci,1770.0,2010.0,1850.0,10200.0,8740.0,12500.0,15100.0,13000.0,8270.0,14200.0,6570.0,14200.0,12200.0,10700.0,12400.0
mco,1520.0,311.0,2010.0,9130.0,7020.0,14100.0,16600.0,14100.0,8610.0,15000.0,6680.0,12600.0,12500.0,12200.0,13300.0
mct,11300.0,12900.0,10900.0,6180.0,12100.0,5660.0,5490.0,3230.0,4230.0,11700.0,6120.0,7660.0,404.0,5650.0,1930.0
mcw,1630.0,2270.0,1570.0,10000.0,8950.0,12200.0,14800.0,12600.0,7850.0,14400.0,6160.0,14200.0,11800.0,10300.0,12000.0
mcz,6820.0,6200.0,7190.0,4680.0,1690.0,16600.0,15500.0,14100.0,9190.0,15100.0,7870.0,6150.0,10500.0,15600.0,12700.0
mdc,14900.0,15900.0,14500.0,13500.0,17400.0,2590.0,2320.0,4460.0,10300.0,4800.0,12100.0,11600.0,7930.0,4350.0,5890.0
mde,3850.0,2240.0,4380.0,8690.0,4760.0,16700.0,19200.0,16400.0,10300.0,14300.0,8320.0,10800.0,13600.0,14700.0,15100.0
mdl,13000.0,14700.0,12500.0,10000.0,15800.0,1850.0,2430.0,636.0,6680.0,8500.0,8580.0,10300.0,4250.0,2770.0,2060.0
mdt,243.0,1630.0,634.0,8690.0,7820.0,13000.0,15400.0,12800.0,7310.0,15800.0,5440.0,12800.0,11200.0,11000.0,11900.0
mdw,1150.0,1900.0,1200.0,9610.0,8530.0,12500.0,15100.0,12700.0,7720.0,14900.0,5950.0,13700.0,11700.0,10600.0,12000.0
mdz,8190.0,6630.0,8720.0,8750.0,2740.0,18800.0,16400.0,17700.0,13300.0,11500.0,11600.0,7820.0,14500.0,19200.0,16700.0
med,10000.0,11500.0,9740.0,4350.0,10400.0,7520.0,7350.0,5120.0,3410.0,13400.0,4920.0,6860.0,1520.0,7210.0,3750.0
mel,16700.0,15600.0,16700.0,14800.0,13200.0,7400.0,6040.0,8880.0,15000.0,705.0,16900.0,10300.0,11700.0,9090.0,10200.0
mem,1540.0,1380.0,1790.0,9880.0,8110.0,13100.0,15700.0,13500.0,8450.0,14500.0,6650.0,13600.0,12400.0,11200.0,12800.0
mex,3360.0,2040.0,3720.0,11000.0,7680.0,14100.0,16600.0,15100.0,10400.0,13000.0,8560.0,13700.0,14400.0,12500.0,14600.0
mfd,718.0,1690.0,875.0,9170.0,8160.0,12800.0,15300.0,12800.0,7550.0,15300.0,5730.0,13200.0,11500.0,10800.0,12000.0
mga,3400.0,1640.0,3880.0,9800.0,6080.0,15600.0,18200.0,16000.0,10400.0,13700.0,8450.0,12100.0,14100.0,13800.0,15100.0
mgl,5990.0,7560.0,5650.0,4970.0,9540.0,9250.0,10400.0,7560.0,1460.0,16600.0,824.0,9540.0,5050.0,7820.0,6260.0
mgm,1450.0,935.0,1820.0,9590.0,7660.0,13600.0,16100.0,13800.0,8530.0,14700.0,6660.0,13200.0,12500.0,11600.0,13000.0
mht,320.0,2060.0,336.0,8270.0,7870.0,12700.0,15100.0,12400.0,6790.0,16300.0,4910.0,12500.0,10700.0,10800.0,11400.0
mia,1750.0,0.0,2270.0,9040.0,6730.0,14400.0,16900.0,14400.0,8790.0,15000.0,6860.0,12300.0,12600.0,12500.0,13500.0
mjv,6120.0,7400.0,5910.0,3490.0,8060.0,10500.0,11200.0,8510.0,2800.0,17400.0,2030.0,8220.0,5410.0,9270.0,7110.0
mke,1180.0,2030.0,1160.0,9610.0,8630.0,12400.0,14900.0,12600.0,7630.0,14900.0,5870.0,13700.0,11600.0,10500.0,11900.0
mkg,1050.0,2010.0,1020.0,9460.0,8560.0,12400.0,15000.0,12600.0,7530.0,15000.0,5760.0,13600.0,11500.0,10500.0,11800.0
mla,7390.0,8750.0,7130.0,3440.0,8920.0,9380.0,9870.0,7260.0,2240.0,16100.0,2610.0,7770.0,4020.0,8400.0,5840.0
mlb,1530.0,257.0,2030.0,9060.0,6950.0,14200.0,16700.0,14200.0,8590.0,15100.0,6680.0,12500.0,12500.0,12200.0,13300.0
mle,14000.0,15600.0,13600.0,7770.0,12900.0,4810.0,3400.0,2830.0,6900.0,9130.0,8800.0,7150.0,3030.0,5840.0,2740.0
mlh,6210.0,7740.0,5910.0,4590.0,9330.0,9350.0,10400.0,7560.0,1570.0,16600.0,1170.0,9160.0,4880.0,8010.0,6230.0
mli,1380.0,1980.0,1420.0,9830.0,8660.0,12500.0,15000.0,12800.0,7890.0,14600.0,6150.0,13900.0,11800.0,10600.0,12100.0
mln,6080.0,7290.0,5910.0,3250.0,7720.0,10800.0,11400.0,8790.0,3140.0,17700.0,2300.0,8010.0,5600.0,9590.0,7390.0
mlu,1850.0,1360.0,2120.0,10100.0,8050.0,13300.0,15900.0,13700.0,8790.0,14200.0,6980.0,13700.0,12800.0,11400.0,13100.0
mme,5380.0,6980.0,5020.0,5340.0,9480.0,9510.0,10900.0,7980.0,1870.0,16900.0,201.0,10000.0,5650.0,7970.0,6740.0
mmh,3830.0,3850.0,3800.0,12300.0,10400.0,11300.0,13800.0,12500.0,9330.0,12200.0,7970.0,16300.0,13100.0,9720.0,12500.0
mmx,6230.0,7890.0,5840.0,5500.0,10200.0,8630.0,9910.0,7030.0,927.0,16000.0,1050.0,9960.0,4810.0,7160.0,5790.0
mnl,13700.0,15000.0,13200.0,12700.0,18000.0,1130.0,2370.0,3360.0,8930.0,6260.0,10600.0,12000.0,6980.0,2860.0,4760.0
moo,16600.0,16000.0,16400.0,14900.0,14300.0,6280.0,5070.0,7850.0,14000.0,1220.0,15800.0,10800.0,10900.0,7950.0,9210.0
mpm,13200.0,13400.0,13200.0,4800.0,7560.0,10300.0,8220.0,8300.0,8880.0,10700.0,9700.0,1610.0,6080.0,11300.0,7690.0
mql,16700.0,15800.0,16700.0,14800.0,13600.0,6940.0,5600.0,8450.0,14600.0,829.0,16400.0,10400.0,11300.0,8640.0,9770.0
mrs,6290.0,7720.0,6020.0,4090.0,8870.0,9720.0,10600.0,7840.0,2000.0,16900.0,1530.0,8710.0,4920.0,8450.0,6450.0
mru,14900.0,15700.0,14800.0,6650.0,10200.0,7760.0,5580.0,6050.0,8740.0,9060.0,10200.0,4120.0,4990.0,9040.0,5830.0
mry,4120.0,4090.0,4090.0,12600.0,10600.0,11200.0,13700.0,12500.0,9530.0,11900.0,8190.0,16400.0,13200.0,9620.0,12500.0
